Movie ID,Original Title,Overview,Poster Path
106,Keiner liebt mich,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg
108,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,紅番區,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After,Two parents deal with the effects when their son is accused of murdering his girlfriend.,/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,The Young Poisoner's Handbook,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,The Boys of St. Vincent,"The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,重慶森林,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting with Disaster,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky,A young man obsessed with traffic patterns attempts to reunite with his first love.,/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade,"Someone does a nasty hatchet job on a San Francisco big shot and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",/8KWiZKDYpAgh8n27lanvTuDquyX.jpg
135,Down Periscope,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
140,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
141,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's conservative moralistic parents.,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
144,The Brothers McMullen,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys,"Marcus Burnett is a henpecked family man. Mike Lowry is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,The Amazing Panda Adventure,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,The Basketball Diaries,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,An Awfully Big Adventure,"Liverpool. 1947. Right after World War II, a star struck naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue and learns about the grown-up world of the theater.",/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",/mjooOyiOQcGYilCkcBx8lcdyuZi.jpg
150,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",/kzj95o9FlVxKziQq36mjES3wxel.jpg
151,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
152,The Addiction,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
